name,size,obs,boxes
005783.jpg,"[901, 600, 3]","[13, 13]","[[126, 312, 364, 468], [431, 292, 750, 488]]"
005784.jpg,"[679, 600, 3]","[16, 16, 1, 1]","[[176, 155, 566, 330], [187, 380, 673, 595], [8, 30, 557, 377], [10, 144, 671, 595]]"
005785.jpg,"[800, 600, 3]","[5, 19]","[[275, 182, 530, 402], [2, 3, 800, 600]]"
005786.jpg,"[901, 600, 3]","[1, 1, 1, 1, 1, 1]","[[645, 45, 805, 562], [577, 92, 703, 562], [450, 74, 589, 568], [346, 56, 488, 573], [234, 81, 360, 566], [85, 85, 263, 591]]"
005787.jpg,"[600, 800, 3]",[13],"[[5, 269, 510, 731]]"
005788.jpg,"[800, 600, 3]","[19, 1]","[[3, 2, 800, 555], [237, 51, 573, 419]]"
005789.jpg,"[800, 600, 3]","[5, 5, 19]","[[379, 219, 800, 555], [80, 205, 408, 600], [5, 179, 800, 600]]"
005790.jpg,"[901, 600, 3]","[17, 1]","[[164, 445, 901, 600], [481, 61, 901, 506]]"
005791.jpg,"[800, 600, 3]","[12, 13]","[[2, 70, 118, 250], [56, 58, 766, 525]]"
005792.jpg,"[901, 600, 3]","[1, 1]","[[391, 150, 825, 600], [11, 40, 582, 600]]"
005793.jpg,"[800, 600, 3]",[12],"[[43, 109, 782, 545]]"
005794.jpg,"[800, 600, 3]","[19, 16, 17, 16, 16, 16, 18, 3, 18]","[[2, 298, 232, 571], [133, 267, 450, 528], [421, 243, 550, 333], [514, 234, 573, 344], [478, 221, 536, 328], [445, 238, 517, 355], [40, 74, 200, 205], [211, 430, 334, 510], [659, 88, 800, 237]]"
005795.jpg,"[600, 600, 3]",[7],"[[2, 38, 584, 600]]"
005796.jpg,"[600, 800, 3]","[1, 20]","[[72, 91, 470, 800], [480, 440, 600, 619]]"
005797.jpg,"[800, 600, 3]","[4, 1, 1]","[[2, 171, 432, 584], [512, 200, 789, 544], [149, 5, 261, 229]]"
005798.jpg,"[1538, 600, 3]","[1, 1, 1, 1, 13, 13, 13, 13]","[[132, 3, 403, 458], [1129, 12, 1462, 535], [840, 37, 1098, 446], [505, 6, 778, 400], [98, 157, 415, 458], [505, 169, 831, 505], [1083, 169, 1431, 532], [782, 172, 1132, 520]]"
005799.jpg,"[800, 600, 3]","[20, 1, 1, 1]","[[624, 272, 688, 352], [390, 234, 475, 366], [302, 261, 397, 365], [658, 182, 800, 597]]"
005800.jpg,"[800, 600, 3]","[11, 1]","[[2, 173, 398, 557], [37, 5, 744, 600]]"
005801.jpg,"[800, 600, 3]",[19],"[[24, 104, 765, 594]]"
005802.jpg,"[698, 600, 3]",[2],"[[131, 75, 527, 427]]"
005803.jpg,"[800, 600, 3]",[17],"[[107, 250, 693, 437]]"
005804.jpg,"[852, 600, 3]","[19, 18, 18, 18, 18, 1]","[[380, 303, 757, 597], [655, 3, 852, 600], [3, 155, 99, 302], [228, 152, 315, 291], [104, 222, 138, 298], [5, 382, 252, 593]]"
005805.jpg,"[800, 600, 3]","[2, 2]","[[275, 150, 438, 510], [506, 374, 654, 509]]"
005806.jpg,"[800, 600, 3]","[12, 12]","[[346, 246, 558, 458], [200, 120, 302, 246]]"
005807.jpg,"[904, 600, 3]",[20],"[[542, 370, 714, 502]]"
005808.jpg,"[800, 600, 3]","[20, 1, 1, 19]","[[590, 278, 800, 450], [403, 160, 690, 600], [43, 187, 506, 600], [2, 261, 504, 600]]"
005809.jpg,"[800, 600, 3]","[12, 12, 12, 12, 12, 11, 1, 1, 1]","[[731, 325, 800, 402], [70, 331, 176, 395], [53, 318, 85, 358], [158, 334, 194, 374], [728, 315, 800, 336], [194, 152, 701, 419], [189, 296, 251, 510], [6, 318, 50, 437], [43, 322, 56, 411]]"
005810.jpg,"[800, 600, 3]",[5],"[[146, 53, 800, 446]]"
005811.jpg,"[800, 600, 3]","[1, 1, 1, 16]","[[582, 349, 800, 600], [714, 2, 763, 136], [622, 3, 683, 131], [536, 118, 728, 488]]"
005812.jpg,"[898, 600, 3]","[5, 5]","[[523, 327, 837, 494], [20, 296, 228, 523]]"
005813.jpg,"[600, 896, 3]","[18, 18, 18]","[[263, 294, 516, 634], [188, 430, 371, 629], [168, 349, 251, 630]]"
005814.jpg,"[800, 600, 3]","[20, 1, 15]","[[398, 261, 621, 440], [85, 2, 446, 554], [301, 496, 517, 562]]"
005815.jpg,"[800, 600, 3]","[14, 12]","[[2, 2, 670, 528], [723, 346, 800, 390]]"
005816.jpg,"[677, 600, 3]","[13, 1]","[[145, 167, 565, 470], [251, 99, 477, 439]]"
005817.jpg,"[800, 600, 3]",[18],"[[403, 3, 800, 592]]"
005818.jpg,"[800, 600, 3]","[1, 1]","[[142, 179, 317, 600], [294, 245, 453, 600]]"
005819.jpg,"[800, 600, 3]","[3, 3]","[[557, 267, 766, 416], [83, 182, 387, 443]]"
005820.jpg,"[968, 600, 3]",[3],"[[14, 31, 968, 600]]"
005821.jpg,"[800, 600, 3]","[18, 18, 18, 18, 18, 16, 16]","[[178, 371, 274, 504], [421, 334, 498, 462], [318, 320, 394, 406], [10, 229, 152, 368], [274, 317, 312, 402], [568, 294, 770, 566], [738, 274, 800, 600]]"
005822.jpg,"[600, 611, 3]","[1, 6]","[[197, 244, 516, 611], [98, 23, 600, 611]]"
005823.jpg,"[600, 800, 3]","[20, 1, 1, 1, 1]","[[146, 261, 408, 448], [2, 13, 248, 800], [219, 550, 493, 800], [448, 627, 600, 800], [381, 173, 595, 664]]"
005824.jpg,"[836, 600, 3]",[1],"[[286, 159, 386, 396]]"
005825.jpg,"[901, 600, 3]",[10],"[[2, 2, 723, 600]]"
005826.jpg,"[800, 600, 3]",[1],"[[125, 254, 211, 458]]"
005827.jpg,"[800, 600, 3]","[20, 16]","[[562, 104, 720, 258], [29, 171, 370, 550]]"
005828.jpg,"[1031, 600, 3]",[8],"[[177, 128, 913, 433]]"
005829.jpg,"[917, 600, 3]","[1, 1, 1]","[[75, 28, 347, 600], [319, 169, 666, 600], [683, 251, 917, 600]]"
005830.jpg,"[901, 600, 3]",[12],"[[2, 63, 852, 550]]"
005831.jpg,"[800, 600, 3]",[12],"[[58, 235, 744, 550]]"
005832.jpg,"[800, 600, 3]","[3, 3]","[[3, 208, 370, 438], [333, 234, 547, 403]]"
005833.jpg,"[901, 600, 3]","[2, 2]","[[420, 286, 494, 384], [580, 279, 685, 359]]"
005834.jpg,"[600, 901, 3]",[20],"[[168, 405, 470, 685]]"
005835.jpg,"[901, 600, 3]","[5, 5, 5, 1, 1, 1, 12]","[[9, 416, 359, 600], [364, 395, 798, 600], [387, 396, 750, 600], [683, 76, 836, 559], [450, 74, 640, 396], [132, 88, 299, 551], [2, 2, 863, 373]]"
005836.jpg,"[600, 901, 3]","[1, 1]","[[2, 366, 135, 899], [128, 72, 474, 901]]"
005837.jpg,"[800, 600, 3]",[14],"[[2, 48, 632, 584]]"
005838.jpg,"[800, 600, 3]",[3],"[[117, 27, 747, 459]]"
005839.jpg,"[600, 616, 3]","[12, 12]","[[103, 115, 536, 525], [2, 139, 153, 308]]"
005840.jpg,"[600, 609, 3]","[1, 1, 1, 1, 1]","[[1, 166, 144, 609], [94, 195, 298, 609], [258, 195, 369, 609], [397, 219, 600, 609], [314, 201, 464, 609]]"
005841.jpg,"[600, 997, 3]",[4],"[[46, 437, 423, 919]]"
005842.jpg,"[800, 600, 3]","[12, 12, 1, 1, 1, 12]","[[61, 280, 347, 392], [414, 222, 798, 429], [366, 267, 438, 419], [123, 277, 144, 323], [744, 259, 782, 304], [18, 283, 90, 350]]"
005843.jpg,"[800, 600, 3]",[4],"[[198, 318, 470, 499]]"
005844.jpg,"[800, 600, 3]","[16, 16, 16, 16, 17]","[[122, 107, 346, 499], [163, 83, 445, 560], [318, 134, 512, 467], [371, 122, 634, 526], [251, 176, 624, 578]]"
005845.jpg,"[860, 600, 3]","[3, 1]","[[2, 356, 464, 600], [406, 3, 860, 600]]"
005846.jpg,"[800, 600, 3]",[2],"[[262, 211, 488, 600]]"
005847.jpg,"[915, 600, 3]","[14, 1]","[[132, 64, 849, 543], [397, 154, 509, 355]]"
005848.jpg,"[600, 901, 3]","[9, 1]","[[108, 312, 595, 735], [150, 86, 542, 577]]"
005849.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1, 1, 10]","[[387, 381, 458, 571], [462, 366, 523, 574], [426, 336, 541, 566], [581, 176, 630, 235], [558, 179, 579, 226], [518, 186, 563, 230], [454, 160, 506, 245], [3, 3, 798, 426]]"
005850.jpg,"[800, 600, 3]","[3, 1]","[[86, 187, 557, 515], [2, 72, 192, 362]]"
005851.jpg,"[896, 600, 3]",[14],"[[399, 278, 566, 340]]"
005852.jpg,"[600, 901, 3]","[20, 20, 1]","[[416, 371, 571, 499], [537, 328, 600, 470], [232, 396, 577, 856]]"
005853.jpg,"[896, 600, 3]",[14],"[[322, 186, 584, 344]]"
005854.jpg,"[800, 600, 3]","[2, 2, 2]","[[240, 267, 338, 346], [387, 114, 539, 411], [408, 294, 578, 424]]"
005855.jpg,"[800, 600, 3]",[14],"[[64, 136, 742, 310]]"
005856.jpg,"[800, 600, 3]","[20, 1, 1]","[[6, 170, 216, 334], [251, 131, 499, 595], [187, 83, 694, 515]]"
005857.jpg,"[600, 800, 3]","[18, 18]","[[293, 213, 443, 483], [138, 214, 280, 490]]"
005858.jpg,"[901, 600, 3]","[16, 16, 16, 16, 16, 16]","[[288, 45, 371, 135], [404, 36, 461, 148], [611, 40, 690, 137], [692, 40, 748, 137], [528, 36, 609, 135], [755, 36, 854, 137]]"
005859.jpg,"[800, 600, 3]",[1],"[[3, 5, 477, 600]]"
005860.jpg,"[901, 600, 3]","[10, 10]","[[259, 346, 636, 450], [676, 364, 861, 431]]"
005861.jpg,"[888, 600, 3]","[12, 12, 12]","[[437, 261, 678, 394], [53, 284, 149, 325], [217, 284, 325, 328]]"
005862.jpg,"[898, 600, 3]","[12, 12]","[[275, 142, 816, 453], [2, 228, 460, 569]]"
005863.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16]","[[50, 123, 213, 600], [104, 205, 245, 598], [214, 118, 302, 235], [211, 224, 386, 600], [293, 150, 374, 293], [291, 283, 411, 563], [384, 130, 472, 600], [410, 195, 541, 598], [478, 120, 578, 278], [562, 80, 664, 245], [478, 302, 602, 600], [534, 160, 694, 600], [738, 309, 798, 470]]"
005864.jpg,"[907, 600, 3]","[19, 19, 16]","[[265, 339, 665, 564], [619, 318, 707, 400], [703, 314, 817, 427]]"
005865.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[19, 410, 38, 466], [35, 408, 58, 466], [69, 414, 93, 467], [686, 403, 709, 466], [710, 408, 734, 462], [760, 374, 800, 477], [586, 325, 683, 542], [330, 325, 454, 595], [256, 392, 304, 491]]"
005866.jpg,"[800, 600, 3]","[18, 18, 18, 18, 18]","[[557, 344, 587, 395], [584, 347, 626, 411], [614, 275, 664, 416], [744, 397, 794, 462], [251, 219, 421, 470]]"
005867.jpg,"[800, 600, 3]","[20, 16]","[[376, 304, 466, 389], [371, 403, 584, 600]]"
005868.jpg,"[800, 600, 3]",[12],"[[30, 214, 781, 518]]"
005869.jpg,"[904, 600, 3]","[12, 12, 12]","[[92, 432, 202, 526], [2, 445, 52, 528], [822, 445, 904, 506]]"
005870.jpg,"[800, 600, 3]","[11, 1, 1, 1, 12]","[[45, 184, 776, 398], [30, 277, 53, 342], [2, 278, 21, 338], [547, 216, 645, 354], [766, 307, 800, 381]]"
005871.jpg,"[600, 800, 3]",[17],"[[2, 85, 600, 800]]"
005872.jpg,"[800, 600, 3]",[3],"[[75, 114, 670, 515]]"
005873.jpg,"[600, 901, 3]","[5, 1]","[[252, 344, 441, 609], [268, 4, 533, 596]]"
005874.jpg,"[904, 600, 3]","[19, 18]","[[277, 295, 784, 598], [226, 291, 287, 427]]"
005875.jpg,"[800, 600, 3]",[13],"[[59, 6, 742, 589]]"
005876.jpg,"[600, 600, 3]",[4],"[[184, 305, 472, 503]]"
005877.jpg,"[901, 600, 3]","[6, 6]","[[191, 72, 395, 600], [526, 68, 872, 600]]"
005878.jpg,"[904, 600, 3]",[13],"[[181, 166, 584, 401]]"
005879.jpg,"[600, 800, 3]",[3],"[[8, 53, 496, 790]]"
005880.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1, 1]","[[402, 290, 426, 318], [438, 290, 461, 331], [462, 293, 478, 328], [584, 270, 608, 306], [610, 267, 635, 304], [635, 278, 654, 307], [675, 277, 694, 330]]"
005881.jpg,"[809, 600, 3]",[1],"[[333, 128, 809, 600]]"
005882.jpg,"[600, 800, 3]","[6, 1, 1, 1, 1]","[[210, 370, 411, 795], [229, 240, 403, 546], [373, 544, 536, 800], [46, 2, 93, 90], [538, 2, 600, 69]]"
005883.jpg,"[600, 800, 3]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[[435, 54, 566, 205], [101, 144, 267, 328], [125, 458, 475, 720], [3, 398, 232, 573], [205, 240, 290, 410], [395, 222, 598, 397], [397, 322, 578, 512], [333, 248, 426, 394], [213, 205, 397, 549], [584, 93, 600, 126]]"
005884.jpg,"[898, 600, 3]","[13, 1]","[[101, 65, 665, 582], [146, 70, 440, 381]]"
005885.jpg,"[800, 600, 3]",[1],"[[174, 91, 656, 597]]"
005886.jpg,"[800, 600, 3]",[7],"[[134, 408, 323, 587]]"
005887.jpg,"[904, 600, 3]","[1, 1]","[[620, 112, 904, 600], [2, 5, 707, 600]]"
005888.jpg,"[800, 600, 3]","[5, 5]","[[443, 64, 800, 597], [21, 110, 534, 600]]"
005889.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1]","[[3, 198, 256, 600], [181, 98, 440, 600], [370, 150, 525, 600], [421, 98, 800, 600], [704, 146, 800, 374]]"
005890.jpg,"[906, 600, 3]","[6, 1]","[[269, 226, 575, 600], [246, 48, 555, 597]]"
005891.jpg,"[800, 600, 3]",[3],"[[307, 2, 606, 366]]"
005892.jpg,"[1493, 600, 3]",[5],"[[427, 301, 701, 463]]"
005893.jpg,"[802, 600, 3]",[14],"[[2, 135, 768, 292]]"
005894.jpg,"[600, 898, 3]","[18, 18, 18, 18]","[[72, 469, 271, 663], [50, 442, 183, 564], [59, 393, 181, 440], [363, 395, 438, 510]]"
005895.jpg,"[800, 600, 3]",[8],"[[438, 326, 506, 376]]"
005896.jpg,"[600, 898, 3]",[1],"[[27, 176, 494, 898]]"
005897.jpg,"[811, 600, 3]","[12, 12, 12]","[[679, 326, 791, 389], [506, 350, 699, 417], [407, 399, 733, 556]]"
005898.jpg,"[800, 600, 3]","[20, 16, 19, 1, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17]","[[109, 208, 222, 307], [2, 318, 91, 566], [301, 267, 635, 459], [334, 248, 611, 376], [682, 198, 744, 254], [648, 194, 755, 312], [672, 198, 766, 342], [498, 187, 560, 250], [472, 195, 555, 256], [450, 200, 554, 267], [411, 184, 464, 258], [390, 194, 451, 272], [296, 214, 363, 302], [590, 182, 651, 216], [557, 216, 635, 323], [528, 206, 678, 326]]"
005899.jpg,"[600, 600, 3]","[5, 12]","[[150, 150, 455, 312], [1, 1, 170, 179]]"
005900.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1]","[[280, 315, 318, 419], [112, 307, 184, 522], [46, 323, 134, 563], [413, 328, 445, 454], [384, 306, 426, 440], [27, 323, 59, 419]]"
005901.jpg,"[800, 600, 3]","[3, 3]","[[290, 102, 602, 506], [166, 245, 646, 600]]"
005902.jpg,"[800, 600, 3]","[20, 20, 20]","[[75, 226, 238, 392], [346, 238, 555, 406], [550, 210, 771, 443]]"
005903.jpg,"[800, 600, 3]","[14, 1, 1]","[[3, 139, 518, 600], [610, 331, 643, 467], [501, 323, 530, 413]]"
005904.jpg,"[898, 600, 3]",[12],"[[79, 225, 803, 460]]"
005905.jpg,"[763, 600, 3]","[1, 1]","[[411, 4, 761, 600], [4, 4, 522, 600]]"
005906.jpg,"[800, 600, 3]","[11, 1, 1]","[[182, 182, 301, 354], [371, 272, 411, 371], [573, 210, 640, 411]]"
005907.jpg,"[759, 600, 3]","[16, 1, 1, 1, 1, 1, 1]","[[392, 214, 489, 360], [175, 73, 439, 600], [345, 2, 759, 600], [12, 59, 219, 295], [55, 73, 132, 223], [97, 94, 155, 169], [135, 102, 216, 176]]"
005908.jpg,"[800, 600, 3]","[1, 15]","[[115, 3, 798, 600], [270, 30, 554, 352]]"
005909.jpg,"[800, 600, 3]",[2],"[[243, 198, 466, 533]]"
005910.jpg,"[896, 600, 3]","[2, 1]","[[390, 140, 629, 321], [7, 186, 602, 396]]"
005911.jpg,"[800, 600, 3]",[11],"[[3, 80, 800, 502]]"
005912.jpg,"[901, 600, 3]",[2],"[[441, 128, 622, 512]]"
005913.jpg,"[901, 600, 3]",[5],"[[2, 68, 897, 505]]"
005914.jpg,"[800, 600, 3]","[10, 10, 10]","[[675, 362, 778, 437], [389, 363, 576, 422], [3, 363, 373, 474]]"
005915.jpg,"[800, 600, 3]","[7, 7]","[[426, 219, 568, 342], [323, 117, 523, 341]]"
005916.jpg,"[800, 600, 3]","[7, 7, 7]","[[506, 269, 717, 440], [80, 254, 226, 419], [5, 253, 67, 362]]"
005917.jpg,"[800, 600, 3]","[16, 16, 3]","[[504, 256, 789, 576], [250, 208, 414, 379], [197, 325, 253, 360]]"
005918.jpg,"[901, 600, 3]","[12, 12, 12, 12, 12]","[[95, 49, 845, 479], [27, 45, 227, 222], [2, 45, 90, 155], [694, 59, 901, 222], [532, 52, 636, 153]]"
005919.jpg,"[847, 600, 3]","[15, 15, 15, 15, 15, 15, 15, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 17, 15, 18]","[[415, 298, 439, 393], [458, 322, 481, 405], [488, 290, 512, 383], [505, 315, 525, 369], [442, 351, 476, 483], [344, 354, 363, 405], [337, 388, 363, 447], [295, 454, 331, 556], [392, 225, 537, 353], [259, 247, 332, 392], [183, 244, 269, 451], [117, 276, 205, 488], [5, 263, 181, 559], [578, 219, 668, 400], [715, 222, 783, 293], [573, 224, 776, 522], [602, 268, 847, 585], [146, 353, 653, 600], [524, 431, 558, 534], [390, 75, 493, 195]]"
005920.jpg,"[800, 600, 3]","[19, 17, 16, 16, 16, 16, 16, 16, 16]","[[586, 357, 714, 451], [24, 424, 560, 600], [109, 477, 205, 546], [246, 442, 306, 499], [318, 422, 370, 470], [467, 408, 534, 443], [483, 435, 558, 600], [352, 470, 494, 600], [373, 502, 450, 598]]"
005921.jpg,"[847, 600, 3]","[1, 1, 1, 1, 1, 1]","[[481, 73, 717, 600], [322, 78, 542, 442], [164, 153, 298, 500], [15, 159, 164, 598], [103, 90, 363, 488], [732, 183, 808, 302]]"
005922.jpg,"[800, 600, 3]","[18, 18, 18, 1]","[[114, 392, 310, 587], [362, 403, 550, 563], [3, 400, 117, 558], [630, 45, 800, 600]]"
005923.jpg,"[800, 600, 3]","[9, 9, 9, 1, 1, 1, 16, 16, 16, 16, 16, 19, 18, 18, 18, 18, 18, 20, 18]","[[445, 341, 667, 526], [349, 341, 469, 515], [202, 346, 366, 566], [269, 272, 354, 459], [358, 245, 438, 398], [496, 227, 619, 493], [331, 138, 371, 166], [330, 150, 374, 203], [432, 147, 474, 165], [443, 157, 493, 202], [478, 176, 539, 235], [280, 192, 341, 272], [454, 256, 493, 307], [426, 264, 450, 299], [506, 171, 541, 274], [718, 168, 800, 302], [602, 101, 654, 198], [630, 62, 661, 96], [354, 210, 438, 274]]"
005924.jpg,"[800, 600, 3]","[12, 12]","[[104, 98, 683, 486], [2, 219, 64, 363]]"
005925.jpg,"[800, 600, 3]","[9, 9, 1, 1]","[[341, 448, 491, 531], [563, 448, 715, 538], [370, 395, 461, 518], [589, 390, 685, 528]]"
005926.jpg,"[600, 901, 3]","[1, 15, 18]","[[50, 49, 566, 901], [14, 467, 50, 551], [474, 378, 566, 477]]"
005927.jpg,"[800, 600, 3]","[8, 8]","[[38, 131, 779, 406], [194, 94, 800, 275]]"
005928.jpg,"[800, 600, 3]","[13, 13, 13, 13, 1, 1, 1]","[[621, 165, 800, 539], [3, 245, 166, 600], [134, 238, 250, 392], [342, 218, 522, 530], [462, 123, 534, 322], [339, 142, 530, 477], [230, 136, 331, 504]]"
005929.jpg,"[800, 600, 3]",[12],"[[34, 197, 784, 538]]"
005930.jpg,"[1034, 600, 3]","[9, 1, 1, 1, 9]","[[99, 168, 441, 408], [25, 33, 99, 364], [852, 201, 917, 281], [132, 14, 352, 372], [850, 246, 939, 312]]"
005931.jpg,"[800, 600, 3]","[13, 1, 1, 1, 1, 1, 1]","[[483, 386, 634, 494], [515, 336, 574, 458], [205, 357, 256, 515], [309, 430, 370, 579], [387, 416, 438, 576], [642, 486, 702, 598], [728, 480, 782, 600]]"
005932.jpg,"[901, 600, 3]",[12],"[[562, 537, 699, 595]]"
005933.jpg,"[901, 600, 3]",[14],"[[378, 258, 750, 413]]"
005934.jpg,"[800, 600, 3]","[16, 16]","[[123, 38, 782, 594], [2, 210, 53, 600]]"
005935.jpg,"[800, 600, 3]","[19, 19, 20]","[[336, 408, 512, 598], [2, 512, 248, 600], [93, 306, 166, 357]]"
005936.jpg,"[1024, 600, 3]","[3, 15]","[[133, 141, 864, 516], [356, 309, 1024, 504]]"
005937.jpg,"[813, 600, 3]","[5, 19, 1, 1, 18, 1, 19]","[[78, 76, 395, 390], [2, 195, 810, 600], [350, 156, 807, 600], [174, 224, 715, 600], [532, 5, 652, 169], [657, 81, 767, 119], [642, 99, 810, 154]]"
005938.jpg,"[958, 600, 3]","[16, 16, 1, 1, 1, 1]","[[715, 322, 763, 443], [807, 355, 872, 508], [259, 140, 769, 600], [6, 196, 291, 598], [284, 222, 429, 424], [15, 243, 102, 335]]"
005939.jpg,"[800, 600, 3]","[3, 19]","[[304, 221, 523, 446], [165, 56, 800, 600]]"
005940.jpg,"[802, 600, 3]","[1, 1, 1, 1, 1, 1]","[[3, 91, 247, 587], [201, 242, 443, 600], [286, 133, 489, 366], [391, 225, 624, 598], [603, 225, 796, 600], [637, 261, 802, 600]]"
005941.jpg,"[800, 600, 3]","[18, 16, 16, 16, 16, 17]","[[606, 214, 706, 366], [395, 314, 566, 562], [243, 358, 416, 600], [2, 421, 138, 600], [184, 325, 285, 381], [48, 363, 517, 600]]"
005942.jpg,"[901, 600, 3]","[1, 1, 15, 15, 15]","[[548, 115, 901, 600], [2, 159, 306, 560], [56, 465, 110, 600], [23, 492, 74, 596], [737, 449, 787, 541]]"
005943.jpg,"[800, 600, 3]","[19, 19, 18]","[[494, 245, 800, 600], [2, 226, 509, 554], [494, 13, 682, 318]]"
005944.jpg,"[906, 600, 3]","[6, 1]","[[246, 130, 753, 589], [359, 65, 512, 393]]"
005945.jpg,"[800, 600, 3]","[1, 1, 1]","[[366, 46, 670, 597], [178, 142, 403, 600], [666, 283, 800, 582]]"
005946.jpg,"[802, 600, 3]",[20],"[[160, 14, 788, 512]]"
005947.jpg,"[901, 600, 3]",[7],"[[162, 47, 582, 595]]"
005948.jpg,"[904, 600, 3]","[5, 6, 6, 1, 1]","[[300, 358, 414, 416], [470, 242, 587, 472], [595, 240, 766, 464], [661, 181, 728, 367], [495, 195, 560, 387]]"
005949.jpg,"[901, 600, 3]",[3],"[[4, 45, 868, 582]]"
005950.jpg,"[800, 600, 3]","[10, 10]","[[366, 182, 704, 349], [147, 142, 461, 341]]"
005951.jpg,"[800, 600, 3]","[13, 1]","[[296, 99, 797, 482], [526, 58, 749, 435]]"
005952.jpg,"[800, 600, 3]","[8, 8]","[[150, 13, 744, 195], [2, 61, 134, 182]]"
005953.jpg,"[600, 800, 3]","[1, 12]","[[198, 224, 435, 469], [3, 99, 600, 800]]"
005954.jpg,"[600, 800, 3]",[3],"[[277, 86, 600, 774]]"
005955.jpg,"[901, 600, 3]",[5],"[[23, 4, 901, 600]]"
005956.jpg,"[826, 600, 3]","[12, 12, 1, 1]","[[79, 112, 722, 512], [559, 159, 826, 359], [349, 149, 405, 203], [306, 157, 359, 198]]"
005957.jpg,"[800, 600, 3]",[3],"[[168, 37, 720, 578]]"
005958.jpg,"[901, 600, 3]","[1, 1]","[[377, 7, 899, 600], [20, 132, 436, 598]]"
005959.jpg,"[901, 600, 3]","[12, 1, 1]","[[157, 4, 809, 470], [519, 114, 578, 157], [319, 105, 389, 180]]"
005960.jpg,"[800, 600, 3]",[3],"[[150, 454, 266, 592]]"
005961.jpg,"[600, 800, 3]","[11, 1, 1, 1, 1, 1, 1]","[[93, 626, 470, 776], [490, 690, 518, 765], [533, 682, 562, 763], [576, 670, 600, 755], [184, 674, 266, 800], [2, 680, 40, 800], [40, 731, 120, 800]]"
005962.jpg,"[898, 600, 3]",[3],"[[5, 142, 543, 600]]"
005963.jpg,"[800, 600, 3]","[16, 16, 16, 16]","[[403, 248, 616, 515], [523, 285, 800, 600], [210, 440, 619, 600], [2, 454, 221, 600]]"
005964.jpg,"[901, 600, 3]",[7],"[[2, 2, 768, 596]]"
005965.jpg,"[901, 600, 3]",[8],"[[43, 232, 335, 591]]"
005966.jpg,"[800, 600, 3]","[1, 1]","[[138, 184, 450, 600], [416, 141, 800, 600]]"
005967.jpg,"[861, 600, 3]","[6, 1]","[[239, 59, 570, 533], [309, 75, 460, 361]]"
005968.jpg,"[901, 600, 3]",[5],"[[177, 2, 901, 600]]"
005969.jpg,"[800, 600, 3]",[1],"[[66, 94, 565, 600]]"
005970.jpg,"[600, 901, 3]",[3],"[[168, 205, 600, 901]]"
005971.jpg,"[901, 600, 3]",[1],"[[14, 196, 614, 600]]"
005972.jpg,"[600, 800, 3]",[1],"[[147, 64, 493, 728]]"
005973.jpg,"[600, 800, 3]","[6, 1]","[[213, 211, 533, 634], [282, 270, 437, 693]]"
005974.jpg,"[800, 600, 3]",[12],"[[227, 238, 530, 429]]"
005975.jpg,"[901, 600, 3]","[8, 1]","[[4, 85, 901, 526], [121, 386, 166, 499]]"
005976.jpg,"[901, 600, 3]","[16, 16, 16, 18]","[[530, 305, 670, 600], [148, 375, 346, 600], [721, 488, 901, 600], [396, 261, 560, 505]]"
005977.jpg,"[800, 600, 3]","[3, 3]","[[2, 160, 635, 600], [69, 67, 773, 432]]"
005978.jpg,"[1107, 600, 3]",[11],"[[2, 259, 465, 531]]"
005979.jpg,"[904, 600, 3]","[12, 1, 1]","[[47, 16, 880, 598], [710, 2, 792, 210], [609, 2, 680, 175]]"
005980.jpg,"[800, 600, 3]",[3],"[[85, 13, 672, 499]]"
005981.jpg,"[800, 600, 3]","[4, 4]","[[390, 208, 646, 600], [110, 117, 328, 245]]"
005982.jpg,"[600, 800, 3]","[1, 1, 1, 1, 1, 1, 1]","[[214, 123, 480, 800], [13, 173, 256, 800], [518, 178, 600, 794], [2, 142, 104, 800], [149, 133, 237, 242], [418, 144, 555, 760], [326, 171, 382, 237]]"
005983.jpg,"[800, 600, 3]",[2],"[[376, 149, 458, 256]]"
005984.jpg,"[800, 600, 3]","[5, 5, 19, 1]","[[149, 320, 472, 590], [448, 344, 742, 528], [3, 227, 800, 597], [96, 93, 712, 598]]"
005985.jpg,"[600, 847, 3]","[18, 1]","[[405, 2, 600, 437], [93, 119, 392, 695]]"
005986.jpg,"[901, 600, 3]",[14],"[[115, 85, 764, 533]]"
005987.jpg,"[901, 600, 3]",[12],"[[180, 157, 645, 468]]"
005988.jpg,"[800, 600, 3]","[5, 5, 1, 1, 12, 12]","[[531, 298, 661, 360], [155, 267, 264, 355], [59, 106, 152, 371], [554, 77, 728, 403], [714, 109, 800, 227], [2, 144, 37, 226]]"
